,age_h,age_mean_h,age_max_h,emb0,emb1,emb2,dist_src_km,dist_tank_km,path_len_km,path_mean_rough,path_min_rough,path_mean_diam_m,path_min_diam_m,path_sum_L_over_D,path_wall_index,elevation_m,demand_lps,degree,inc_vel_mean_ms,inc_vel_min_ms,inc_abs_flow_m3s,inc_frac_sloshing,pressure_mean_m,pressure_min_m
243,52.91883850097656,59.92958450317383,141.28634643554688,5317.235531337581,-1447.648476664361,-438.0743300459144,12.73856152,1.5419832000000002,12.73756152,123.20409955515568,110.0,0.3484404528366902,0.2032,39034.01666666668,44594.746625298954,4.2672,0.273811452376,1.0,0.004013715777546167,0.002401662291958928,0.00029286419157870114,0.0,39.24651336669922,37.94902801513672
247,6.7331318855285645,15.777877807617188,108.85331726074219,4789.8597395175175,-1356.2259149940471,-395.0648395000297,12.19144552,0.7357872,12.19044552,122.89909463456588,110.0,0.35039906788115477,0.2032,37239.01666666668,42799.746625298954,5.486400000000001,4.440288022632,3.0,0.10331767797470093,0.0019035637378692627,0.005686210468411446,0.3333333333333333,38.01591110229492,36.72637176513672
249,6.682364463806152,10.956795692443848,34.07246017456055,4786.851681816926,-1355.6400199469722,-394.7613385996044,12.18839752,0.7388352,12.187397520000001,122.89731873782351,110.0,0.3504104719531623,0.2032,37229.01666666668,42789.746625298954,5.486400000000001,0.0,3.0,0.08450525999069214,0.0019035637378692627,0.00616599852219224,0.0,38.0159797668457,36.726417541503906
251,8.583929061889648,24.6073055267334,110.85331726074219,5220.28037829138,-1437.6147305293093,-436.3076084861075,12.630357520000002,0.6473952000000001,12.629357520000001,123.14587461294704,110.0,0.34881434925630317,0.2032,38679.01666666668,44239.746625298954,9.144,1.524259145024,2.0,0.09398281574249268,0.00031757858232595026,0.004389258101582527,0.5,34.346988677978516,33.067283630371094
253,9.589067459106445,29.557661056518555,111.85331726074219,5535.23834009858,-1498.1590225870302,-467.39912552582024,12.950397520000003,0.6473952000000001,12.949397520000002,123.3152720142921,110.0,0.3447492092484623,0.2032,40227.01666666668,45787.746625298954,10.972800000000001,3.439677507728,1.0,0.07260645180940628,0.043445076793432236,0.003679021494463086,0.0,32.47384262084961,31.128847122192383
255,8.327882766723633,28.84771156311035,119.0748519897461,5206.445719008648,-1435.9922895033267,-435.8929861612687,12.615117520000002,0.31211520000000004,12.614117520000002,123.13759366338928,110.0,0.34716129989440586,0.2032,38907.01666666668,44467.746625298954,8.2296,2.548213032596,4.0,0.1313389092683792,0.00031757858232595026,0.006099676713347435,0.75,35.22846603393555,33.891082763671875
257,2.0783309936523438,7.5177788734436035,24.81060791015625,-2653.9260667124695,609.6579606971534,421.08277388972175,6.467332000000001,2.3618951999999998,6.466332,116.61324534527456,110.0,0.39842620787178884,0.2032,17356.666666666664,22917.396625298952,5.1816,0.0,3.0,0.36986127495765686,0.054355788975954056,0.011994332075119019,1.0,43.61225509643555,41.03605651855469
259,1.92001211643219,7.641577243804932,24.8828125,-2656.4043105233186,737.6400866579405,551.226643390947,6.360652,2.4685751999999996,6.359652,116.3886891924275,110.0,0.4017010304337407,0.2032,16831.666666666664,22392.396625298952,7.62,0.0,2.0,0.2932368218898773,0.12064090371131897,0.009509454481303692,1.0,41.16114807128906,38.46138381958008
261,1.5159698724746704,7.914639949798584,23.762998580932617,-2194.0281964135424,580.7776020206917,753.0241091864743,6.040612,2.7886152,6.039612,115.66742366893767,110.0,0.41401423164269496,0.30479999999999996,15081.666666666666,20642.396625298952,0.0,0.0,3.0,0.3439232110977173,0.054355788975954056,0.02152986265718937,1.0,48.67427444458008,45.589420318603516
263,1.4646800756454468,8.005084037780762,23.479663848876953,-2189.824682882539,700.758933400693,886.7602755771928,5.9339319999999995,2.8952951999999996,5.932932,115.40970973542255,110.0,0.4159780118160802,0.30479999999999996,14731.666666666666,20292.396625298952,0.0,0.0,3.0,0.43558469414711,0.12064090371131897,0.027820536866784096,1.0,48.73030471801758,45.53628921508789
265,4.9884819984436035,8.956721305847168,24.99972915649414,203.7940530447536,-279.57794312942997,69.30217068298748,8.099535999999999,1.2603480000000002,8.098536,119.31125329318779,110.0,0.36510229582235604,0.2032,24601.666666666664,30162.396625298952,0.0,0.0,3.0,0.6899797916412354,0.14950931072235107,0.2781105041503906,0.3333333333333333,46.81869888305664,45.294105529785156
267,2.5725390911102295,8.455096244812012,23.48712158203125,202.2247596676625,-158.7436574335279,690.8510509850155,7.617951999999999,1.2432792,7.6169519999999995,118.63545418167267,110.0,0.3753386154461785,0.2032,22231.666666666664,27792.396625298952,6.4008,0.0,3.0,0.343838095664978,0.0018106322968378663,0.021591266617178917,0.3333333333333333,40.41253662109375,38.37571334838867
269,5.133851051330566,8.908373832702637,25.734895706176758,492.3349559651453,-211.41157913255864,321.10921112634986,8.1897568,0.8836152,8.1887568,119.42901808977889,110.0,0.37041304250725826,0.2032,24107.666666666664,29668.396625298956,0.0,0.0,3.0,0.24088110029697418,0.02453795075416565,0.013197538442909718,0.3333333333333333,46.60929489135742,44.932945251464844
271,5.415955066680908,9.327919960021973,25.94309425354004,920.9732548149304,-327.54204976865736,263.12864280013565,8.56588,0.49042320000000006,8.564879999999999,119.89323843416369,110.0,0.37035188612099645,0.2032,25211.666666666664,30772.396625298956,1.8288000000000002,0.0,3.0,0.31994742155075073,0.15970677137374878,0.06535817682743073,0.0,44.51017761230469,42.989013671875
273,7.256041526794434,9.121211051940918,23.400358200073242,2352.7313789398336,-842.4187320791235,-381.49344727967537,10.121883999999998,2.1774912000000004,10.120884,123.40490889926213,110.0,0.4160689052853487,0.2032,28090.666666666664,33031.078686153174,2.4384,0.0,3.0,0.11791578680276871,0.002261336660012603,0.005560634192079306,0.3333333333333333,42.244476318359375,40.68731689453125
275,7.30116081237793,9.380924224853516,23.06735610961914,2428.043603827653,-869.1187057821564,-426.0090703657264,10.184368,2.2399752000000004,10.183368,123.65279856330437,110.0,0.4211336725531279,0.2032,27980.666666666664,32850.38398614199,3.048,0.0,3.0,0.15969829261302948,0.007875781506299973,0.008609330281615257,0.3333333333333333,41.40549087524414,39.85913848876953
